datetime,True_Label,Predicted_Label
01/02/2018 01:15,76.64,29.71224
01/02/2018 01:30,20.77,29.733541
01/02/2018 01:45,5.54,29.733541
01/02/2018 02:00,6.91,29.733541
01/02/2018 02:15,6.41,29.733541
01/02/2018 02:30,6.19,29.733541
01/02/2018 02:45,6.19,29.733541
01/02/2018 03:00,6.19,29.733541
01/02/2018 03:15,6.26,29.733541
01/02/2018 03:30,6.19,29.733541
01/02/2018 03:45,6.23,29.733541
01/02/2018 04:00,6.23,29.733541
01/02/2018 04:15,6.16,29.733541
01/02/2018 04:30,6.3,29.733541
01/02/2018 04:45,5.11,29.733541
01/02/2018 05:00,4.54,29.733541
01/02/2018 05:15,4.43,29.733541
01/02/2018 05:30,4.43,29.733541
01/02/2018 05:45,4.46,29.733541
01/02/2018 06:00,4.46,29.733541
01/02/2018 06:15,4.39,29.733541
01/02/2018 06:30,4.43,29.733541
01/02/2018 06:45,4.43,29.733541
01/02/2018 07:00,4.46,29.733541
01/02/2018 07:15,4.82,29.733541
01/02/2018 07:30,6.44,29.733541
01/02/2018 07:45,7.92,29.733541
01/02/2018 08:00,7.99,29.733541
01/02/2018 08:15,66.56,29.733541
01/02/2018 08:30,131.87,29.733541
01/02/2018 08:45,119.38,29.733541
01/02/2018 09:00,124.45,29.733541
01/02/2018 09:15,113.0,29.733541
01/02/2018 09:30,93.85,29.733541
01/02/2018 09:45,79.74,29.733541
01/02/2018 10:00,99.76,29.733541
01/02/2018 10:15,134.82,29.733541
01/02/2018 10:30,115.45,29.733541
01/02/2018 10:45,136.37,29.733541
01/02/2018 11:00,86.87,29.733541
01/02/2018 11:15,74.59,29.733541
01/02/2018 11:30,108.11,29.733541
01/02/2018 11:45,107.35,29.733541
01/02/2018 12:00,145.51,29.733541
01/02/2018 12:15,32.33,29.733541
01/02/2018 12:30,10.3,29.733541
01/02/2018 12:45,10.26,29.733541
01/02/2018 13:00,9.76,29.733541
01/02/2018 13:15,51.8,29.733541
01/02/2018 13:30,109.58,29.733541
01/02/2018 13:45,127.8,29.733541
01/02/2018 14:00,105.37,29.733541
01/02/2018 14:15,140.04,29.733541
01/02/2018 14:30,96.91,29.733541
01/02/2018 14:45,122.54,29.733541
01/02/2018 15:00,110.27,29.733541
01/02/2018 15:15,65.77,29.733541
01/02/2018 15:30,73.84,29.733541
01/02/2018 15:45,75.35,29.733541
01/02/2018 16:00,61.67,29.733541
01/02/2018 16:15,74.59,29.733541
01/02/2018 16:30,85.07,29.733541
01/02/2018 16:45,81.0,29.733541
01/02/2018 17:00,72.86,29.733541
01/02/2018 17:15,83.66,29.733541
01/02/2018 17:30,71.6,29.733541
01/02/2018 17:45,50.08,29.733541
01/02/2018 18:00,43.6,29.733541
01/02/2018 18:15,68.62,29.733541
01/02/2018 18:30,84.13,29.733541
01/02/2018 18:45,81.72,29.733541
01/02/2018 19:00,71.32,29.733541
01/02/2018 19:15,84.02,29.733541
01/02/2018 19:30,92.84,29.733541
01/02/2018 19:45,103.25,29.733541
01/02/2018 20:00,120.13,29.733541
01/02/2018 20:15,80.21,29.733541
01/02/2018 20:30,117.25,29.733541
01/02/2018 20:45,69.8,29.733541
01/02/2018 21:00,83.2,29.733541
01/02/2018 21:15,103.97,29.733541
01/02/2018 21:30,39.56,29.733541
01/02/2018 21:45,99.36,29.733541
01/02/2018 22:00,65.95,29.733541
01/02/2018 22:15,54.68,29.733541
01/02/2018 22:30,102.24,29.733541
01/02/2018 22:45,72.07,29.733541
01/02/2018 23:00,105.37,29.733541
01/02/2018 23:15,69.26,29.733541
01/02/2018 23:30,105.16,29.733541
01/02/2018 23:45,62.93,29.733541
01/03/2018 00:00,3.2,29.733541
01/03/2018 00:15,5.22,3.8127475
01/03/2018 00:30,5.33,4.046956
01/03/2018 00:45,4.43,4.9081597
01/03/2018 01:00,3.92,4.2423882
01/03/2018 01:15,3.64,4.1145363
01/03/2018 01:30,3.67,29.733541
01/03/2018 01:45,3.67,29.733541
01/03/2018 02:00,3.67,29.733541
01/03/2018 02:15,3.67,29.733541
01/03/2018 02:30,3.64,29.733541
01/03/2018 02:45,3.67,29.733541
01/03/2018 03:00,3.82,29.733541
01/03/2018 03:15,4.32,29.733541
01/03/2018 03:30,4.5,29.733541
01/03/2018 03:45,4.07,29.733541
01/03/2018 04:00,3.67,29.733541
01/03/2018 04:15,3.71,29.733541
01/03/2018 04:30,3.78,29.733541
01/03/2018 04:45,3.74,29.733541
01/03/2018 05:00,3.67,29.733541
01/03/2018 05:15,3.67,29.733541
01/03/2018 05:30,3.67,29.733541
01/03/2018 05:45,4.21,29.733541
01/03/2018 06:00,4.1,29.733541
01/03/2018 06:15,3.67,29.733541
01/03/2018 06:30,3.78,29.733541
01/03/2018 06:45,4.32,29.733541
01/03/2018 07:00,3.92,29.733541
01/03/2018 07:15,3.56,29.733541
01/03/2018 07:30,3.6,29.733541
01/03/2018 07:45,3.64,29.733541
01/03/2018 08:00,6.37,29.733541
01/03/2018 08:15,26.86,29.733541
01/03/2018 08:30,29.23,29.733541
01/03/2018 08:45,30.38,29.733541
01/03/2018 09:00,34.31,29.733541
01/03/2018 09:15,31.25,29.733541
01/03/2018 09:30,31.54,29.733541
01/03/2018 09:45,35.42,29.733541
01/03/2018 10:00,48.42,29.733541
01/03/2018 10:15,72.79,29.733541
01/03/2018 10:30,77.4,29.733541
01/03/2018 10:45,75.31,29.733541
01/03/2018 11:00,86.62,29.733541
01/03/2018 11:15,81.43,29.733541
01/03/2018 11:30,37.37,29.733541
01/03/2018 11:45,36.58,29.733541
01/03/2018 12:00,40.97,29.733541
01/03/2018 12:15,22.86,29.733541
01/03/2018 12:30,22.14,29.733541
01/03/2018 12:45,22.0,29.733541
01/03/2018 13:00,22.18,29.733541
01/03/2018 13:15,30.89,29.733541
01/03/2018 13:30,32.54,29.733541
01/03/2018 13:45,34.16,29.733541
01/03/2018 14:00,33.8,29.733541
01/03/2018 14:15,32.58,29.733541
01/03/2018 14:30,30.74,29.733541
01/03/2018 14:45,33.8,29.733541
01/03/2018 15:00,34.02,29.733541
01/03/2018 15:15,34.6,29.733541
01/03/2018 15:30,34.67,29.733541
01/03/2018 15:45,33.34,29.733541
01/03/2018 16:00,34.78,29.733541
01/03/2018 16:15,41.94,29.733541
01/03/2018 16:30,37.37,29.733541
01/03/2018 16:45,33.3,29.733541
01/03/2018 17:00,34.52,29.733541
01/03/2018 17:15,12.38,29.733541
01/03/2018 17:30,4.86,29.733541
01/03/2018 17:45,5.58,29.733541
01/03/2018 18:00,5.36,29.733541
01/03/2018 18:15,7.49,29.733541
01/03/2018 18:30,5.18,29.733541
01/03/2018 18:45,5.29,29.733541
01/03/2018 19:00,5.44,29.733541
01/03/2018 19:15,5.4,29.733541
01/03/2018 19:30,5.33,29.733541
01/03/2018 19:45,5.33,29.733541
01/03/2018 20:00,5.36,29.733541
01/03/2018 20:15,5.36,29.733541
01/03/2018 20:30,5.33,29.733541
01/03/2018 20:45,4.21,29.733541
01/03/2018 21:00,3.85,29.733541
01/03/2018 21:15,3.53,29.733541
01/03/2018 21:30,3.49,29.733541
01/03/2018 21:45,3.49,29.733541
01/03/2018 22:00,3.49,29.733541
01/03/2018 22:15,3.38,29.733541
01/03/2018 22:30,3.31,29.733541
01/03/2018 22:45,3.6,29.733541
01/03/2018 23:00,4.54,29.733541
01/03/2018 23:15,3.78,29.733541
01/03/2018 23:30,3.17,29.733541
01/03/2018 23:45,3.28,29.733541
01/04/2018 00:00,2.77,29.733541
01/04/2018 00:15,2.74,3.3668022
01/04/2018 00:30,2.81,3.6853573
01/04/2018 00:45,2.77,4.430424
01/04/2018 01:00,2.77,3.800844
01/04/2018 01:15,2.95,3.7617443
01/04/2018 01:30,3.35,29.733541
01/04/2018 01:45,2.81,29.733541
01/04/2018 02:00,2.84,29.733541
01/04/2018 02:15,2.77,29.733541
01/04/2018 02:30,2.77,29.733541
01/04/2018 02:45,2.77,29.733541
01/04/2018 03:00,2.81,29.733541
01/04/2018 03:15,2.81,29.733541
01/04/2018 03:30,2.84,29.733541
01/04/2018 03:45,2.81,29.733541
01/04/2018 04:00,2.81,29.733541
01/04/2018 04:15,2.74,29.733541
01/04/2018 04:30,2.77,29.733541
01/04/2018 04:45,3.42,29.733541
01/04/2018 05:00,3.2,29.733541
01/04/2018 05:15,3.02,29.733541
01/04/2018 05:30,3.1,29.733541
01/04/2018 05:45,2.74,29.733541
01/04/2018 06:00,2.77,29.733541
01/04/2018 06:15,2.81,29.733541
01/04/2018 06:30,2.66,29.733541
01/04/2018 06:45,2.66,29.733541
01/04/2018 07:00,2.66,29.733541
01/04/2018 07:15,2.7,29.733541
01/04/2018 07:30,2.7,29.733541
01/04/2018 07:45,2.66,29.733541
01/04/2018 08:00,2.7,29.733541
01/04/2018 08:15,2.7,29.733541
01/04/2018 08:30,2.77,29.733541
01/04/2018 08:45,3.2,29.733541
01/04/2018 09:00,3.13,29.733541
01/04/2018 09:15,2.99,29.733541
01/04/2018 09:30,3.56,29.733541
01/04/2018 09:45,3.35,29.733541
01/04/2018 10:00,3.02,29.733541
01/04/2018 10:15,3.13,29.733541
01/04/2018 10:30,3.06,29.733541
01/04/2018 10:45,3.06,29.733541
01/04/2018 11:00,3.02,29.733541
01/04/2018 11:15,2.92,29.733541
01/04/2018 11:30,2.88,29.733541
01/04/2018 11:45,2.95,29.733541
01/04/2018 12:00,2.88,29.733541
01/04/2018 12:15,3.06,29.733541
01/04/2018 12:30,3.13,29.733541
01/04/2018 12:45,3.1,29.733541
01/04/2018 13:00,3.17,29.733541
01/04/2018 13:15,3.1,29.733541
01/04/2018 13:30,3.46,29.733541
01/04/2018 13:45,3.42,29.733541
01/04/2018 14:00,3.74,29.733541
01/04/2018 14:15,3.28,29.733541
01/04/2018 14:30,3.2,29.733541
01/04/2018 14:45,3.06,29.733541
01/04/2018 15:00,3.1,29.733541
01/04/2018 15:15,3.06,29.733541
01/04/2018 15:30,3.06,29.733541
01/04/2018 15:45,3.06,29.733541
01/04/2018 16:00,3.1,29.733541
01/04/2018 16:15,3.02,29.733541
01/04/2018 16:30,2.99,29.733541
01/04/2018 16:45,3.02,29.733541
01/04/2018 17:00,3.1,29.733541
01/04/2018 17:15,3.42,29.733541
01/04/2018 17:30,3.53,29.733541
01/04/2018 17:45,3.06,29.733541
01/04/2018 18:00,3.13,29.733541
01/04/2018 18:15,3.56,29.733541
01/04/2018 18:30,2.99,29.733541
01/04/2018 18:45,3.06,29.733541
01/04/2018 19:00,3.1,29.733541
01/04/2018 19:15,3.06,29.733541
01/04/2018 19:30,3.06,29.733541
01/04/2018 19:45,3.1,29.733541
01/04/2018 20:00,3.1,29.733541
01/04/2018 20:15,3.13,29.733541
01/04/2018 20:30,3.1,29.733541
01/04/2018 20:45,3.49,29.733541
01/04/2018 21:00,3.42,29.733541
01/04/2018 21:15,3.1,29.733541
01/04/2018 21:30,3.1,29.733541
01/04/2018 21:45,3.17,29.733541
01/04/2018 22:00,3.56,29.733541
01/04/2018 22:15,3.38,29.733541
01/04/2018 22:30,2.81,29.733541
01/04/2018 22:45,2.84,29.733541
01/04/2018 23:00,2.88,29.733541
01/04/2018 23:15,2.77,29.733541
01/04/2018 23:30,2.77,29.733541
01/04/2018 23:45,2.77,29.733541
01/05/2018 00:00,2.88,29.733541
01/05/2018 00:15,2.88,3.3350017
01/05/2018 00:30,2.88,3.6670642
01/05/2018 00:45,2.92,4.4072394
01/05/2018 01:00,2.88,3.765865
01/05/2018 01:15,3.2,3.7352707
01/05/2018 01:30,3.49,29.733541
01/05/2018 01:45,3.13,29.733541
01/05/2018 02:00,2.92,29.733541
01/05/2018 02:15,2.92,29.733541
01/05/2018 02:30,2.88,29.733541
01/05/2018 02:45,2.99,29.733541
01/05/2018 03:00,2.88,29.733541
01/05/2018 03:15,2.92,29.733541
01/05/2018 03:30,2.92,29.733541
01/05/2018 03:45,2.95,29.733541
01/05/2018 04:00,2.92,29.733541
01/05/2018 04:15,3.35,29.733541
01/05/2018 04:30,3.35,29.733541
01/05/2018 04:45,2.88,29.733541
01/05/2018 05:00,2.88,29.733541
01/05/2018 05:15,2.88,29.733541
01/05/2018 05:30,2.88,29.733541
01/05/2018 05:45,2.92,29.733541
01/05/2018 06:00,2.88,29.733541
01/05/2018 06:15,2.92,29.733541
01/05/2018 06:30,2.92,29.733541
01/05/2018 06:45,2.88,29.733541
01/05/2018 07:00,2.99,29.733541
01/05/2018 07:15,3.31,29.733541
01/05/2018 07:30,3.13,29.733541
01/05/2018 07:45,2.88,29.733541
01/05/2018 08:00,2.84,29.733541
01/05/2018 08:15,2.95,29.733541
01/05/2018 08:30,2.81,29.733541
01/05/2018 08:45,2.81,29.733541
01/05/2018 09:00,3.2,29.733541
01/05/2018 09:15,3.74,29.733541
01/05/2018 09:30,3.2,29.733541
01/05/2018 09:45,3.17,29.733541
01/05/2018 10:00,3.1,29.733541
01/05/2018 10:15,3.13,29.733541
01/05/2018 10:30,3.13,29.733541
01/05/2018 10:45,3.1,29.733541
01/05/2018 11:00,3.13,29.733541
01/05/2018 11:15,3.06,29.733541
01/05/2018 11:30,3.56,29.733541
01/05/2018 11:45,3.02,29.733541
01/05/2018 12:00,2.99,29.733541
01/05/2018 12:15,3.13,29.733541
01/05/2018 12:30,3.24,29.733541
01/05/2018 12:45,3.24,29.733541
01/05/2018 13:00,3.17,29.733541
01/05/2018 13:15,3.13,29.733541
01/05/2018 13:30,3.71,29.733541
01/05/2018 13:45,3.17,29.733541
01/05/2018 14:00,3.13,29.733541
01/05/2018 14:15,3.1,29.733541
01/05/2018 14:30,3.1,29.733541
01/05/2018 14:45,3.1,29.733541
01/05/2018 15:00,3.1,29.733541
01/05/2018 15:15,3.13,29.733541
01/05/2018 15:30,3.13,29.733541
01/05/2018 15:45,3.38,29.733541
01/05/2018 16:00,3.67,29.733541
01/05/2018 16:15,3.1,29.733541
01/05/2018 16:30,3.06,29.733541
01/05/2018 16:45,3.1,29.733541
01/05/2018 17:00,3.1,29.733541
01/05/2018 17:15,3.1,29.733541
01/05/2018 17:30,3.53,29.733541
01/05/2018 17:45,3.42,29.733541
01/05/2018 18:00,3.17,29.733541
01/05/2018 18:15,3.1,29.733541
01/05/2018 18:30,2.99,29.733541
01/05/2018 18:45,3.13,29.733541
01/05/2018 19:00,3.17,29.733541
01/05/2018 19:15,3.17,29.733541
01/05/2018 19:30,3.13,29.733541
01/05/2018 19:45,3.2,29.733541
01/05/2018 20:00,3.13,29.733541
01/05/2018 20:15,3.78,29.733541
01/05/2018 20:30,3.56,29.733541
01/05/2018 20:45,3.13,29.733541
01/05/2018 21:00,3.17,29.733541
01/05/2018 21:15,3.28,29.733541
01/05/2018 21:30,3.6,29.733541
01/05/2018 21:45,3.56,29.733541
01/05/2018 22:00,3.2,29.733541
01/05/2018 22:15,3.1,29.733541
01/05/2018 22:30,2.99,29.733541
01/05/2018 22:45,2.95,29.733541
01/05/2018 23:00,2.95,29.733541
01/05/2018 23:15,2.88,29.733541
01/05/2018 23:30,2.88,29.733541
01/05/2018 23:45,2.84,29.733541
01/06/2018 00:00,4.07,29.733541
01/06/2018 00:15,2.92,3.364955
01/06/2018 00:30,2.88,3.69316
01/06/2018 00:45,3.02,4.4406705
01/06/2018 01:00,3.56,3.7801282
01/06/2018 01:15,3.02,3.78688
01/06/2018 01:30,2.92,29.733541
01/06/2018 01:45,3.02,29.733541
01/06/2018 02:00,3.46,29.733541
01/06/2018 02:15,2.92,29.733541
01/06/2018 02:30,3.02,29.733541
01/06/2018 02:45,2.95,29.733541
01/06/2018 03:00,2.99,29.733541
01/06/2018 03:15,2.95,29.733541
01/06/2018 03:30,2.95,29.733541
01/06/2018 03:45,2.99,29.733541
01/06/2018 04:00,2.99,29.733541
01/06/2018 04:15,2.95,29.733541
01/06/2018 04:30,3.02,29.733541
01/06/2018 04:45,2.99,29.733541
01/06/2018 05:00,3.13,29.733541
01/06/2018 05:15,3.92,29.733541
01/06/2018 05:30,3.64,29.733541
01/06/2018 05:45,3.02,29.733541
01/06/2018 06:00,2.99,29.733541
01/06/2018 06:15,2.92,29.733541
01/06/2018 06:30,2.95,29.733541
01/06/2018 06:45,2.95,29.733541
01/06/2018 07:00,2.99,29.733541
01/06/2018 07:15,2.88,29.733541
01/06/2018 07:30,3.1,29.733541
01/06/2018 07:45,3.24,29.733541
01/06/2018 08:00,3.28,29.733541
01/06/2018 08:15,32.36,29.733541
01/06/2018 08:30,51.19,29.733541
01/06/2018 08:45,51.12,29.733541
01/06/2018 09:00,58.82,29.733541
01/06/2018 09:15,58.14,29.733541
01/06/2018 09:30,58.9,29.733541
01/06/2018 09:45,45.54,29.733541
01/06/2018 10:00,42.41,29.733541
01/06/2018 10:15,40.86,29.733541
01/06/2018 10:30,54.58,29.733541
01/06/2018 10:45,49.0,29.733541
01/06/2018 11:00,72.14,29.733541
01/06/2018 11:15,52.34,29.733541
01/06/2018 11:30,70.74,29.733541
01/06/2018 11:45,50.47,29.733541
01/06/2018 12:00,39.71,29.733541
01/06/2018 12:15,7.52,29.733541
01/06/2018 12:30,6.08,29.733541
01/06/2018 12:45,6.19,29.733541
01/06/2018 13:00,6.05,29.733541
01/06/2018 13:15,42.66,29.733541
01/06/2018 13:30,39.24,29.733541
01/06/2018 13:45,40.82,29.733541
01/06/2018 14:00,44.82,29.733541
01/06/2018 14:15,46.87,29.733541
01/06/2018 14:30,55.33,29.733541
01/06/2018 14:45,56.66,29.733541
01/06/2018 15:00,55.94,29.733541
01/06/2018 15:15,56.77,29.733541
01/06/2018 15:30,40.36,29.733541
01/06/2018 15:45,41.26,29.733541
01/06/2018 16:00,46.44,29.733541
01/06/2018 16:15,58.14,29.733541
01/06/2018 16:30,56.74,29.733541
01/06/2018 16:45,63.22,29.733541
01/06/2018 17:00,44.35,29.733541
01/06/2018 17:15,54.5,29.733541
01/06/2018 17:30,42.88,29.733541
01/06/2018 17:45,35.96,29.733541
01/06/2018 18:00,49.39,29.733541
01/06/2018 18:15,34.45,29.733541
01/06/2018 18:30,8.24,29.733541
01/06/2018 18:45,3.82,29.733541
01/06/2018 19:00,3.64,29.733541
01/06/2018 19:15,4.75,29.733541
01/06/2018 19:30,4.97,29.733541
01/06/2018 19:45,3.89,29.733541
01/06/2018 20:00,3.6,29.733541
01/06/2018 20:15,3.6,29.733541
01/06/2018 20:30,3.67,29.733541
01/06/2018 20:45,3.67,29.733541
01/06/2018 21:00,3.67,29.733541
01/06/2018 21:15,3.64,29.733541
01/06/2018 21:30,3.67,29.733541
01/06/2018 21:45,3.71,29.733541
01/06/2018 22:00,3.71,29.733541
01/06/2018 22:15,3.64,29.733541
01/06/2018 22:30,3.46,29.733541
01/06/2018 22:45,3.42,29.733541
01/06/2018 23:00,3.42,29.733541
01/06/2018 23:15,3.42,29.733541
01/06/2018 23:30,3.42,29.733541
01/06/2018 23:45,3.49,29.733541
01/07/2018 00:00,2.88,29.733541
01/07/2018 00:15,2.81,3.363945
01/07/2018 00:30,2.81,3.6829157
01/07/2018 00:45,2.95,4.432654
01/07/2018 01:00,2.81,3.8075507
01/07/2018 01:15,2.88,3.773758
01/07/2018 01:30,2.88,29.733541
01/07/2018 01:45,2.84,29.733541
01/07/2018 02:00,2.84,29.733541
01/07/2018 02:15,2.92,29.733541
01/07/2018 02:30,2.84,29.733541
01/07/2018 02:45,2.88,29.733541
01/07/2018 03:00,2.84,29.733541
01/07/2018 03:15,3.67,29.733541
01/07/2018 03:30,3.85,29.733541
01/07/2018 03:45,2.88,29.733541
01/07/2018 04:00,2.81,29.733541
01/07/2018 04:15,2.81,29.733541
01/07/2018 04:30,2.81,29.733541
01/07/2018 04:45,2.81,29.733541
01/07/2018 05:00,2.84,29.733541
01/07/2018 05:15,2.74,29.733541
01/07/2018 05:30,2.77,29.733541
01/07/2018 05:45,2.81,29.733541
01/07/2018 06:00,2.81,29.733541
01/07/2018 06:15,2.77,29.733541
01/07/2018 06:30,2.81,29.733541
01/07/2018 06:45,2.74,29.733541
01/07/2018 07:00,2.74,29.733541
01/07/2018 07:15,2.7,29.733541
01/07/2018 07:30,2.74,29.733541
01/07/2018 07:45,3.28,29.733541
01/07/2018 08:00,3.06,29.733541
01/07/2018 08:15,3.38,29.733541
01/07/2018 08:30,2.74,29.733541
01/07/2018 08:45,2.66,29.733541
01/07/2018 09:00,2.84,29.733541
01/07/2018 09:15,2.99,29.733541
01/07/2018 09:30,3.1,29.733541
01/07/2018 09:45,2.99,29.733541
01/07/2018 10:00,2.99,29.733541
01/07/2018 10:15,3.02,29.733541
01/07/2018 10:30,3.02,29.733541
01/07/2018 10:45,2.99,29.733541
01/07/2018 11:00,3.06,29.733541
01/07/2018 11:15,3.35,29.733541
01/07/2018 11:30,3.02,29.733541
01/07/2018 11:45,2.84,29.733541
01/07/2018 12:00,2.81,29.733541
01/07/2018 12:15,2.95,29.733541
01/07/2018 12:30,3.13,29.733541
01/07/2018 12:45,3.1,29.733541
01/07/2018 13:00,3.06,29.733541
01/07/2018 13:15,3.42,29.733541
01/07/2018 13:30,3.6,29.733541
01/07/2018 13:45,2.99,29.733541
01/07/2018 14:00,2.95,29.733541
01/07/2018 14:15,2.99,29.733541
01/07/2018 14:30,2.99,29.733541
01/07/2018 14:45,3.02,29.733541
01/07/2018 15:00,2.99,29.733541
01/07/2018 15:15,2.99,29.733541
01/07/2018 15:30,3.56,29.733541
01/07/2018 15:45,3.17,29.733541
01/07/2018 16:00,2.92,29.733541
01/07/2018 16:15,2.92,29.733541
01/07/2018 16:30,2.95,29.733541
01/07/2018 16:45,2.95,29.733541
01/07/2018 17:00,2.95,29.733541
01/07/2018 17:15,2.99,29.733541
01/07/2018 17:30,2.99,29.733541
01/07/2018 17:45,2.95,29.733541
01/07/2018 18:00,3.06,29.733541
01/07/2018 18:15,2.88,29.733541
01/07/2018 18:30,2.84,29.733541
01/07/2018 18:45,3.06,29.733541
01/07/2018 19:00,3.74,29.733541
01/07/2018 19:15,3.56,29.733541
01/07/2018 19:30,3.53,29.733541
01/07/2018 19:45,3.02,29.733541
01/07/2018 20:00,3.06,29.733541
01/07/2018 20:15,3.06,29.733541
01/07/2018 20:30,3.1,29.733541
01/07/2018 20:45,3.06,29.733541
01/07/2018 21:00,3.06,29.733541
01/07/2018 21:15,3.06,29.733541
01/07/2018 21:30,3.06,29.733541
01/07/2018 21:45,3.06,29.733541
01/07/2018 22:00,3.06,29.733541
01/07/2018 22:15,2.99,29.733541
01/07/2018 22:30,2.88,29.733541
01/07/2018 22:45,2.84,29.733541
01/07/2018 23:00,2.81,29.733541
01/07/2018 23:15,3.35,29.733541
01/07/2018 23:30,2.92,29.733541
01/07/2018 23:45,2.81,29.733541
01/08/2018 00:00,2.63,29.733541
01/08/2018 00:15,3.2,3.3368762
01/08/2018 00:30,2.66,3.6715498
01/08/2018 00:45,2.63,4.406016
01/08/2018 01:00,2.66,3.7557387
01/08/2018 01:15,2.63,3.7204802
01/08/2018 01:30,2.7,29.733541
01/08/2018 01:45,2.7,29.733541
01/08/2018 02:00,2.66,29.733541
01/08/2018 02:15,2.74,29.733541
01/08/2018 02:30,2.66,29.733541
01/08/2018 02:45,2.7,29.733541
01/08/2018 03:00,2.66,29.733541
01/08/2018 03:15,2.7,29.733541
01/08/2018 03:30,2.74,29.733541
01/08/2018 03:45,2.81,29.733541
01/08/2018 04:00,2.7,29.733541
01/08/2018 04:15,3.24,29.733541
01/08/2018 04:30,2.77,29.733541
01/08/2018 04:45,3.2,29.733541
01/08/2018 05:00,2.99,29.733541
01/08/2018 05:15,2.66,29.733541
01/08/2018 05:30,2.7,29.733541
01/08/2018 05:45,2.66,29.733541
01/08/2018 06:00,2.7,29.733541
01/08/2018 06:15,2.7,29.733541
01/08/2018 06:30,2.66,29.733541
01/08/2018 06:45,2.66,29.733541
01/08/2018 07:00,2.7,29.733541
01/08/2018 07:15,2.66,29.733541
